Date,anger,sadness,fear,joy,surprise
2019-04-22,0.15977290136885375,0.42256505823814916,0.1938722421716132,0.12120163192336883,0.10258816629801505
2019-04-23,0.1935973567426014,0.2678353927379949,0.2302246712260672,0.17890388868512783,0.12943869060820867
2019-04-24,0.20702413951747833,0.2764105196447065,0.22410586271221225,0.174651773312135,0.11780770481346794
2019-04-25,0.18870371072343592,0.26996971371469225,0.23345050550703048,0.1737746339760723,0.13410143607876912
2019-04-26,0.18261585188452664,0.26594412178588756,0.2411053230736639,0.18587925460173998,0.12445544865418193
2019-04-27,0.186982096299545,0.2751487487069744,0.22040626960293241,0.1942315818030452,0.12323130358750296
2019-04-28,0.12447722502567504,0.25103935130152344,0.24501789385727396,0.2201996889227051,0.15926584089282245
2019-04-29,0.19937884634725442,0.24621627982570055,0.2219447145299419,0.18688242170415165,0.1455777375929515
2019-04-30,0.2225111014025188,0.30574301125554565,0.21093817130339174,0.13819847345559808,0.12260924258294574
2019-05-01,0.18972666306456176,0.2638111876892547,0.21626616989366423,0.2151628746909164,0.1150331046616029
2019-05-02,0.1983118662591602,0.2743524778643186,0.22515853070462388,0.1715320452278288,0.13064507994406857
2019-05-03,0.21284210271861895,0.2584373370848579,0.23216724166148928,0.16679343755869416,0.12975988097633973
2019-05-04,0.14897837576808393,0.2784170393767199,0.23356679577524184,0.20074975454193528,0.13828803453801902
2019-05-05,0.1866471472407786,0.2618414712772799,0.228424257854917,0.18596199941050393,0.13712512421652057
2019-05-06,0.2112667197343187,0.29866922070681795,0.20887824062020274,0.17876968833344029,0.10241613060522031
2019-05-07,0.2047686102239493,0.2633503224760198,0.22282739723571515,0.18218358462685072,0.126870085437465
2019-05-08,0.20724728980502793,0.27545079666008077,0.23628513231180084,0.1650730823895683,0.11594369883352211
2019-05-09,0.20393226728772165,0.27194274618023795,0.2311231651352907,0.1759733450729011,0.11702847632384861
2019-05-10,0.19765687483938077,0.27356453540281184,0.23208858705836524,0.1750778834752891,0.121612119224153
2019-05-11,0.2005471774131623,0.2752554868472932,0.23363840675618677,0.17501521166078388,0.1155437173225739
2019-05-12,0.1806657757262543,0.28043732652213643,0.20991474195358775,0.19975192973834233,0.12923022605967918
2019-05-13,0.20301625438283083,0.26684095547560943,0.22817729383332866,0.17909234274872995,0.12287315355950115
2019-05-14,0.20662215209022194,0.27058449847926536,0.23051582211263427,0.17047505816189626,0.12180246915598213
2019-05-15,0.19968918219793644,0.27290825340419783,0.238447249937643,0.17802374770309992,0.11093156675712278
2019-05-16,0.204250242162522,0.27510874380924033,0.2253348407607463,0.17154738946854012,0.12375878379895126
2019-05-17,0.19743198095811454,0.27026844327451455,0.2372503724359357,0.18256094171166606,0.11248826161976914
2019-05-18,0.18142449651662623,0.26430480494680847,0.23789510861670232,0.19143393913865842,0.12494165078120459
2019-05-19,0.2024428664489479,0.2855237555095684,0.23970302034080815,0.15458527562062163,0.11774508208005394
2019-05-20,0.19462753874081345,0.28742808961992955,0.24899120703235986,0.1618969422296045,0.10705622237729263
2019-05-21,0.17963579630394427,0.28069988489531583,0.23477954602503073,0.18999466796011183,0.1148901048155973
